State,Year,Education Level of Mother,Education_Level_Code,Number_of_Births,Average_Age_of_Mother
Texas,2016,"Some college credit, but not a degree",4,42515,27.4
Texas,2016,"Some college credit, but not a degree",4,44318,27.3
Texas,2016,High school graduate or GED completed,3,52110,25.8
Texas,2016,High school graduate or GED completed,3,54595,25.8
Texas,2016,9th through 12th grade with no diploma,2,28687,25.2
Texas,2016,9th through 12th grade with no diploma,2,30035,25.2
Texas,2016,8th grade or less,1,7337,29.2
Texas,2016,8th grade or less,1,7746,29.1
Texas,2016,Unknown or Not Stated,0,291,28.3
Texas,2016,Unknown or Not Stated,0,297,28.4
Texas,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,3693,33.6
Texas,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,4038,33.6
Texas,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,12670,32.7
Texas,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,13008,32.7
Texas,2017,"Bachelor's degree (BA, AB, BS)",6,33846,31.2
Texas,2017,"Bachelor's degree (BA, AB, BS)",6,35531,31.2
Texas,2017,"Associate degree (AA, AS)",5,11804,29.5
Texas,2017,"Associate degree (AA, AS)",5,12204,29.5
Texas,2017,"Some college credit, but not a degree",4,40629,27.6
Texas,2017,"Some college credit, but not a degree",4,42354,27.5
Texas,2017,High school graduate or GED completed,3,51469,26
Texas,2017,High school graduate or GED completed,3,53662,25.9
Texas,2017,9th through 12th grade with no diploma,2,26366,25.4
Texas,2017,9th through 12th grade with no diploma,2,27281,25.4
Texas,2017,8th grade or less,1,6344,29.4
Texas,2017,8th grade or less,1,6569,29.3
Texas,2017,Unknown or Not Stated,0,271,29.1
Texas,2017,Unknown or Not Stated,0,311,29
Texas,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,3791,33.6
Texas,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,4082,33.8
Texas,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,12870,32.8
Texas,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,13511,32.8
Texas,2018,"Bachelor's degree (BA, AB, BS)",6,34625,31.3
Texas,2018,"Bachelor's degree (BA, AB, BS)",6,36100,31.3
Texas,2018,"Associate degree (AA, AS)",5,12213,29.6
Texas,2018,"Associate degree (AA, AS)",5,12777,29.6
Texas,2018,"Some college credit, but not a degree",4,39077,27.7
Texas,2018,"Some college credit, but not a degree",4,40654,27.7
Texas,2018,High school graduate or GED completed,3,51788,26.1
Texas,2018,High school graduate or GED completed,3,53892,26.1
Texas,2018,9th through 12th grade with no diploma,2,24855,25.7
Texas,2018,9th through 12th grade with no diploma,2,25861,25.5
Texas,2018,8th grade or less,1,5827,29.2
Texas,2018,8th grade or less,1,6131,29.1
Texas,2018,Unknown or Not Stated,0,257,29.3
Texas,2018,Unknown or Not Stated,0,313,29.7
Texas,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,3874,33.8
Texas,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,4010,33.8
Texas,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,13243,32.8
Texas,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,13858,32.9
Texas,2019,"Bachelor's degree (BA, AB, BS)",6,34324,31.3
Texas,2019,"Bachelor's degree (BA, AB, BS)",6,36496,31.3
Texas,2019,"Associate degree (AA, AS)",5,12251,29.5
Texas,2019,"Associate degree (AA, AS)",5,12687,29.6
Texas,2019,"Some college credit, but not a degree",4,38908,27.8
Texas,2019,"Some college credit, but not a degree",4,40533,27.8
Texas,2019,High school graduate or GED completed,3,52532,26.2
Texas,2019,High school graduate or GED completed,3,54944,26.1
Texas,2019,9th through 12th grade with no diploma,2,22761,25.7
Texas,2019,9th through 12th grade with no diploma,2,23447,25.6
Texas,2019,8th grade or less,1,6239,29.2
Texas,2019,8th grade or less,1,6515,29
Texas,2019,Unknown or Not Stated,0,480,29.3
Texas,2019,Unknown or Not Stated,0,497,29.1
Texas,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,3638,34
Texas,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,3903,34
Texas,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,12841,33
Texas,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,13653,32.9
Texas,2020,"Bachelor's degree (BA, AB, BS)",6,34198,31.3
Texas,2020,"Bachelor's degree (BA, AB, BS)",6,36278,31.3
Texas,2020,"Associate degree (AA, AS)",5,12187,29.5
Texas,2020,"Associate degree (AA, AS)",5,12753,29.6
Texas,2020,"Some college credit, but not a degree",4,37683,27.9
Texas,2020,"Some college credit, but not a degree",4,38872,27.9
Texas,2020,High school graduate or GED completed,3,52472,26.3
Texas,2020,High school graduate or GED completed,3,54950,26.2
Texas,2020,9th through 12th grade with no diploma,2,20459,25.6
Texas,2020,9th through 12th grade with no diploma,2,21630,25.6
Texas,2020,8th grade or less,1,5603,29.1
Texas,2020,8th grade or less,1,5784,29.2
Texas,2020,Unknown or Not Stated,0,636,29.2
Texas,2020,Unknown or Not Stated,0,650,29.1
Texas,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,4096,34
Texas,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,4277,34
Texas,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,13974,32.9
Texas,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,14899,33
Texas,2021,"Bachelor's degree (BA, AB, BS)",6,36122,31.3
Texas,2021,"Bachelor's degree (BA, AB, BS)",6,38187,31.3
Texas,2021,"Associate degree (AA, AS)",5,12882,29.6
Texas,2021,"Associate degree (AA, AS)",5,13549,29.6
Texas,2021,"Some college credit, but not a degree",4,36770,28.1
Texas,2021,"Some college credit, but not a degree",4,38140,28.2
Texas,2021,High school graduate or GED completed,3,53328,26.4
Texas,2021,High school graduate or GED completed,3,55462,26.3
Texas,2021,9th through 12th grade with no diploma,2,19060,25.6
Texas,2021,9th through 12th grade with no diploma,2,19711,25.6
Texas,2021,8th grade or less,1,5535,29
Texas,2021,8th grade or less,1,5925,29
Texas,2021,Unknown or Not Stated,0,813,30
Texas,2021,Unknown or Not Stated,0,864,29.8
Utah,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,349,33.4
Utah,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,304,33.6
Utah,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1250,32.5
Utah,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1428,32.5
Utah,2016,"Bachelor's degree (BA, AB, BS)",6,6556,30
Utah,2016,"Bachelor's degree (BA, AB, BS)",6,6862,30
Utah,2016,"Associate degree (AA, AS)",5,2844,29.2
Utah,2016,"Associate degree (AA, AS)",5,2907,28.9
Utah,2016,"Some college credit, but not a degree",4,6144,28
Utah,2016,"Some college credit, but not a degree",4,6416,28
Utah,2016,High school graduate or GED completed,3,4806,26.3
Utah,2016,High school graduate or GED completed,3,4912,26.4
Utah,2016,9th through 12th grade with no diploma,2,1767,25.3
Utah,2016,9th through 12th grade with no diploma,2,1847,25.3
Utah,2016,8th grade or less,1,371,31.2
Utah,2016,8th grade or less,1,415,30.7
Utah,2016,Unknown or Not Stated,0,607,29.6
Utah,2016,Unknown or Not Stated,0,679,29.4
Utah,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,306,33.3
Utah,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,342,33.5
Utah,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1271,32.6
Utah,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1409,32.6
Utah,2017,"Bachelor's degree (BA, AB, BS)",6,6360,30
Utah,2017,"Bachelor's degree (BA, AB, BS)",6,6744,30
Utah,2017,"Associate degree (AA, AS)",5,2617,29
Utah,2017,"Associate degree (AA, AS)",5,2803,29
Utah,2017,"Some college credit, but not a degree",4,5950,28
Utah,2017,"Some college credit, but not a degree",4,6330,27.9
Utah,2017,High school graduate or GED completed,3,4565,26.5
Utah,2017,High school graduate or GED completed,3,4971,26.4
Utah,2017,9th through 12th grade with no diploma,2,1667,25.2
Utah,2017,9th through 12th grade with no diploma,2,1695,25.3
Utah,2017,8th grade or less,1,372,31.8
Utah,2017,8th grade or less,1,418,30.8
Utah,2017,Unknown or Not Stated,0,341,28.8
Utah,2017,Unknown or Not Stated,0,424,29.3
Utah,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,288,33.8
Utah,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,328,33.4
Utah,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1263,32.5
Utah,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1393,32.6
Utah,2018,"Bachelor's degree (BA, AB, BS)",6,6408,30.2
Utah,2018,"Bachelor's degree (BA, AB, BS)",6,6570,29.9
Utah,2018,"Associate degree (AA, AS)",5,2529,29
Utah,2018,"Associate degree (AA, AS)",5,2659,29.1
Utah,2018,"Some college credit, but not a degree",4,5579,28.1
Utah,2018,"Some college credit, but not a degree",4,5872,27.9
Utah,2018,High school graduate or GED completed,3,4535,26.4
Utah,2018,High school graduate or GED completed,3,4787,26.4
Utah,2018,9th through 12th grade with no diploma,2,1504,25.5
Utah,2018,9th through 12th grade with no diploma,2,1570,25.3
Utah,2018,8th grade or less,1,302,31.2
Utah,2018,8th grade or less,1,330,31.3
Utah,2018,Unknown or Not Stated,0,592,29.3
Utah,2018,Unknown or Not Stated,0,700,29.5
Utah,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,337,34
Utah,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,293,33.8
Utah,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1288,32.4
Utah,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1406,32.7
Utah,2019,"Bachelor's degree (BA, AB, BS)",6,6345,30
Utah,2019,"Bachelor's degree (BA, AB, BS)",6,6795,30.1
Utah,2019,"Associate degree (AA, AS)",5,2452,29.1
Utah,2019,"Associate degree (AA, AS)",5,2474,29
Utah,2019,"Some college credit, but not a degree",4,5498,28
Utah,2019,"Some college credit, but not a degree",4,5745,28.1
Utah,2019,High school graduate or GED completed,3,4571,26.5
Utah,2019,High school graduate or GED completed,3,4654,26.6
Utah,2019,9th through 12th grade with no diploma,2,1355,25.6
Utah,2019,9th through 12th grade with no diploma,2,1485,25.4
Utah,2019,8th grade or less,1,302,31
Utah,2019,8th grade or less,1,259,30.8
Utah,2019,Unknown or Not Stated,0,738,29.6
Utah,2019,Unknown or Not Stated,0,829,29.6
Utah,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,344,34.1
Utah,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,353,33.3
Utah,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1355,32.7
Utah,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1458,32.3
Utah,2020,"Bachelor's degree (BA, AB, BS)",6,6203,30
Utah,2020,"Bachelor's degree (BA, AB, BS)",6,6693,30.1
Utah,2020,"Associate degree (AA, AS)",5,2360,29
Utah,2020,"Associate degree (AA, AS)",5,2549,29
Utah,2020,"Some college credit, but not a degree",4,5256,28.1
Utah,2020,"Some college credit, but not a degree",4,5583,28.1
Utah,2020,High school graduate or GED completed,3,4328,26.6
Utah,2020,High school graduate or GED completed,3,4643,26.7
Utah,2020,9th through 12th grade with no diploma,2,1306,25.4
Utah,2020,9th through 12th grade with no diploma,2,1373,25.3
Utah,2020,8th grade or less,1,250,30.6
Utah,2020,8th grade or less,1,264,30.2
Utah,2020,Unknown or Not Stated,0,634,29.4
Utah,2020,Unknown or Not Stated,0,750,29.6
Utah,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,367,34.1
Utah,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,370,33.4
Utah,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1575,32.1
Utah,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1640,32.1
Utah,2021,"Bachelor's degree (BA, AB, BS)",6,6684,30.1
Utah,2021,"Bachelor's degree (BA, AB, BS)",6,6982,30.2
Utah,2021,"Associate degree (AA, AS)",5,2338,29.1
Utah,2021,"Associate degree (AA, AS)",5,2437,29
Utah,2021,"Some college credit, but not a degree",4,5231,28.1
Utah,2021,"Some college credit, but not a degree",4,5509,28.1
Utah,2021,High school graduate or GED completed,3,4663,26.7
Utah,2021,High school graduate or GED completed,3,4730,26.7
Utah,2021,9th through 12th grade with no diploma,2,1233,25.7
Utah,2021,9th through 12th grade with no diploma,2,1284,25.1
Utah,2021,8th grade or less,1,251,29.5
Utah,2021,8th grade or less,1,235,30.6
Utah,2021,Unknown or Not Stated,0,587,30.1
Utah,2021,Unknown or Not Stated,0,596,30
Vermont,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,98,34.2
Vermont,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,109,33.9
Vermont,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,356,33.2
Vermont,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,396,33.2
Vermont,2016,"Bachelor's degree (BA, AB, BS)",6,688,31.7
Vermont,2016,"Bachelor's degree (BA, AB, BS)",6,734,31.6
Vermont,2016,"Associate degree (AA, AS)",5,206,29.9
Vermont,2016,"Associate degree (AA, AS)",5,235,30.4
Vermont,2016,"Some college credit, but not a degree",4,505,27.8
Vermont,2016,"Some college credit, but not a degree",4,541,27.9
Vermont,2016,High school graduate or GED completed,3,730,26.5
Vermont,2016,High school graduate or GED completed,3,706,26.3
Vermont,2016,9th through 12th grade with no diploma,2,173,24.6
Vermont,2016,9th through 12th grade with no diploma,2,198,24.9
Vermont,2016,8th grade or less,1,19,29
Vermont,2016,8th grade or less,1,18,28.7
Vermont,2016,Unknown or Not Stated,0,25,29.2
Vermont,2016,Unknown or Not Stated,0,19,31.3
Vermont,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,103,34.1
Vermont,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,108,34.2
Vermont,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,372,33.5
Vermont,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,375,33.5
Vermont,2017,"Bachelor's degree (BA, AB, BS)",6,691,31.8
Vermont,2017,"Bachelor's degree (BA, AB, BS)",6,744,31.6
Vermont,2017,"Associate degree (AA, AS)",5,207,29.7
Vermont,2017,"Associate degree (AA, AS)",5,206,30.4
Vermont,2017,"Some college credit, but not a degree",4,490,28.6
Vermont,2017,"Some college credit, but not a degree",4,516,28.2
Vermont,2017,High school graduate or GED completed,3,717,26.3
Vermont,2017,High school graduate or GED completed,3,695,26.7
Vermont,2017,9th through 12th grade with no diploma,2,159,24.3
Vermont,2017,9th through 12th grade with no diploma,2,193,24.3
Vermont,2017,8th grade or less,1,26,31.1
Vermont,2017,8th grade or less,1,19,28.4
Vermont,2017,Unknown or Not Stated,0,19,29.1
Vermont,2017,Unknown or Not Stated,0,15,29.5
Vermont,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,110,33.8
Vermont,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,104,34.5
Vermont,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,339,33.6
Vermont,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,353,33.7
Vermont,2018,"Bachelor's degree (BA, AB, BS)",6,653,32.1
Vermont,2018,"Bachelor's degree (BA, AB, BS)",6,688,31.7
Vermont,2018,"Associate degree (AA, AS)",5,238,30.2
Vermont,2018,"Associate degree (AA, AS)",5,210,30.4
Vermont,2018,"Some college credit, but not a degree",4,482,28.1
Vermont,2018,"Some college credit, but not a degree",4,500,28.3
Vermont,2018,High school graduate or GED completed,3,628,26.7
Vermont,2018,High school graduate or GED completed,3,674,27.1
Vermont,2018,9th through 12th grade with no diploma,2,170,24.4
Vermont,2018,9th through 12th grade with no diploma,2,200,24.5
Vermont,2018,8th grade or less,1,22,33.8
Vermont,2018,8th grade or less,1,19,32.8
Vermont,2018,Unknown or Not Stated,0,24,30
Vermont,2018,Unknown or Not Stated,0,18,28.9
Vermont,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,93,35.1
Vermont,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,114,34.2
Vermont,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,394,33.7
Vermont,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,403,33.7
Vermont,2019,"Bachelor's degree (BA, AB, BS)",6,668,31.9
Vermont,2019,"Bachelor's degree (BA, AB, BS)",6,681,32
Vermont,2019,"Associate degree (AA, AS)",5,171,30.1
Vermont,2019,"Associate degree (AA, AS)",5,199,30.3
Vermont,2019,"Some college credit, but not a degree",4,462,28.5
Vermont,2019,"Some college credit, but not a degree",4,525,28.6
Vermont,2019,High school graduate or GED completed,3,624,26.8
Vermont,2019,High school graduate or GED completed,3,630,26.9
Vermont,2019,9th through 12th grade with no diploma,2,155,24.5
Vermont,2019,9th through 12th grade with no diploma,2,162,24.9
Vermont,2019,8th grade or less,1,27,29.6
Vermont,2019,8th grade or less,1,21,30
Vermont,2019,Unknown or Not Stated,0,13,31.3
Vermont,2019,Unknown or Not Stated,0,19,27.7
Vermont,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,110,35.2
Vermont,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,119,34.4
Vermont,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,382,33.9
Vermont,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,368,33.8
Vermont,2020,"Bachelor's degree (BA, AB, BS)",6,634,32.4
Vermont,2020,"Bachelor's degree (BA, AB, BS)",6,635,32.2
Vermont,2020,"Associate degree (AA, AS)",5,176,30.4
Vermont,2020,"Associate degree (AA, AS)",5,184,30.8
Vermont,2020,"Some college credit, but not a degree",4,435,28.9
Vermont,2020,"Some college credit, but not a degree",4,479,28.9
Vermont,2020,High school graduate or GED completed,3,578,27.1
Vermont,2020,High school graduate or GED completed,3,623,27
Vermont,2020,9th through 12th grade with no diploma,2,173,25.2
Vermont,2020,9th through 12th grade with no diploma,2,160,24.4
Vermont,2020,8th grade or less,1,21,30.2
Vermont,2020,8th grade or less,1,27,30.3
Vermont,2020,Unknown or Not Stated,0,14,30.4
Vermont,2020,Unknown or Not Stated,0,15,31.1
Vermont,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,112,34.1
Vermont,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,103,34.9
Vermont,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,430,33.6
Vermont,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,410,34
Vermont,2021,"Bachelor's degree (BA, AB, BS)",6,721,32.5
Vermont,2021,"Bachelor's degree (BA, AB, BS)",6,776,32.4
Vermont,2021,"Associate degree (AA, AS)",5,212,30.4
Vermont,2021,"Associate degree (AA, AS)",5,188,30.7
Vermont,2021,"Some college credit, but not a degree",4,444,29.1
Vermont,2021,"Some college credit, but not a degree",4,494,28.8
Vermont,2021,High school graduate or GED completed,3,544,27.2
Vermont,2021,High school graduate or GED completed,3,571,27.6
Vermont,2021,9th through 12th grade with no diploma,2,150,24.8
Vermont,2021,9th through 12th grade with no diploma,2,161,24.5
Vermont,2021,8th grade or less,1,16,30.1
Vermont,2021,8th grade or less,1,27,31.3
Vermont,2021,Unknown or Not Stated,0,15,29.8
Vermont,2021,Unknown or Not Stated,0,10,33
Virginia,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1732,34
Virginia,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1756,34
Virginia,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,6164,33
Virginia,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,6568,33
Virginia,2016,"Bachelor's degree (BA, AB, BS)",6,11229,31.6
Virginia,2016,"Bachelor's degree (BA, AB, BS)",6,11875,31.5
Virginia,2016,"Associate degree (AA, AS)",5,3451,29.8
Virginia,2016,"Associate degree (AA, AS)",5,3478,29.7
Virginia,2016,"Some college credit, but not a degree",4,9430,28.1
Virginia,2016,"Some college credit, but not a degree",4,9365,28.1
Virginia,2016,High school graduate or GED completed,3,13141,26.6
Virginia,2016,High school graduate or GED completed,3,13602,26.6
Virginia,2016,9th through 12th grade with no diploma,2,3278,25.4
Virginia,2016,9th through 12th grade with no diploma,2,3368,25.5
Virginia,2016,8th grade or less,1,1515,29.9
Virginia,2016,8th grade or less,1,1530,29.9
Virginia,2016,Unknown or Not Stated,0,461,29.9
Virginia,2016,Unknown or Not Stated,0,517,29.8
Virginia,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1641,34.2
Virginia,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1828,34.3
Virginia,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,6225,33
Virginia,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,6508,33.1
Virginia,2017,"Bachelor's degree (BA, AB, BS)",6,11045,31.6
Virginia,2017,"Bachelor's degree (BA, AB, BS)",6,11382,31.5
Virginia,2017,"Associate degree (AA, AS)",5,3430,29.8
Virginia,2017,"Associate degree (AA, AS)",5,3649,29.9
Virginia,2017,"Some college credit, but not a degree",4,8770,28.2
Virginia,2017,"Some college credit, but not a degree",4,9287,28.2
Virginia,2017,High school graduate or GED completed,3,12879,26.6
Virginia,2017,High school graduate or GED completed,3,13476,26.6
Virginia,2017,9th through 12th grade with no diploma,2,3128,25.5
Virginia,2017,9th through 12th grade with no diploma,2,3298,25.4
Virginia,2017,8th grade or less,1,1393,29.9
Virginia,2017,8th grade or less,1,1447,29.8
Virginia,2017,Unknown or Not Stated,0,509,29.8
Virginia,2017,Unknown or Not Stated,0,496,30.1
Virginia,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1700,34.3
Virginia,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1760,34.3
Virginia,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,6271,33.2
Virginia,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,6524,33.2
Virginia,2018,"Bachelor's degree (BA, AB, BS)",6,11010,31.6
Virginia,2018,"Bachelor's degree (BA, AB, BS)",6,11562,31.6
Virginia,2018,"Associate degree (AA, AS)",5,3341,30.2
Virginia,2018,"Associate degree (AA, AS)",5,3743,30.1
Virginia,2018,"Some college credit, but not a degree",4,8429,28.4
Virginia,2018,"Some college credit, but not a degree",4,8868,28.4
Virginia,2018,High school graduate or GED completed,3,13045,26.8
Virginia,2018,High school graduate or GED completed,3,13601,26.9
Virginia,2018,9th through 12th grade with no diploma,2,2875,25.5
Virginia,2018,9th through 12th grade with no diploma,2,3062,25.4
Virginia,2018,8th grade or less,1,1395,30.1
Virginia,2018,8th grade or less,1,1435,30
Virginia,2018,Unknown or Not Stated,0,563,29.8
Virginia,2018,Unknown or Not Stated,0,659,30.2
Virginia,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1575,34.6
Virginia,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1744,34.4
Virginia,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,6155,33.3
Virginia,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,6456,33.3
Virginia,2019,"Bachelor's degree (BA, AB, BS)",6,10801,31.6
Virginia,2019,"Bachelor's degree (BA, AB, BS)",6,11421,31.7
Virginia,2019,"Associate degree (AA, AS)",5,3457,30
Virginia,2019,"Associate degree (AA, AS)",5,3607,29.9
Virginia,2019,"Some college credit, but not a degree",4,8058,28.6
Virginia,2019,"Some college credit, but not a degree",4,8500,28.5
Virginia,2019,High school graduate or GED completed,3,12725,26.9
Virginia,2019,High school graduate or GED completed,3,13263,26.7
Virginia,2019,9th through 12th grade with no diploma,2,2706,25.4
Virginia,2019,9th through 12th grade with no diploma,2,2745,25.6
Virginia,2019,8th grade or less,1,1347,29.7
Virginia,2019,8th grade or less,1,1396,29.5
Virginia,2019,Unknown or Not Stated,0,730,30.1
Virginia,2019,Unknown or Not Stated,0,743,30.3
Virginia,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1645,34.4
Virginia,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1699,34.3
Virginia,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,6097,33.4
Virginia,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,6333,33.4
Virginia,2020,"Bachelor's degree (BA, AB, BS)",6,10649,31.8
Virginia,2020,"Bachelor's degree (BA, AB, BS)",6,11195,31.7
Virginia,2020,"Associate degree (AA, AS)",5,3352,30.1
Virginia,2020,"Associate degree (AA, AS)",5,3564,30.2
Virginia,2020,"Some college credit, but not a degree",4,7728,28.7
Virginia,2020,"Some college credit, but not a degree",4,8058,28.7
Virginia,2020,High school graduate or GED completed,3,12130,26.9
Virginia,2020,High school graduate or GED completed,3,13014,26.8
Virginia,2020,9th through 12th grade with no diploma,2,2680,25.6
Virginia,2020,9th through 12th grade with no diploma,2,2815,25.8
Virginia,2020,8th grade or less,1,1406,30
Virginia,2020,8th grade or less,1,1506,29.6
Virginia,2020,Unknown or Not Stated,0,436,30.8
Virginia,2020,Unknown or Not Stated,0,442,30.5
Virginia,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1744,34.6
Virginia,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1819,34.4
Virginia,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,6405,33.4
Virginia,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,6907,33.4
Virginia,2021,"Bachelor's degree (BA, AB, BS)",6,11252,31.8
